0	260881
1	260622
2	1332730
3	3122748
4	6066555
5	645415
6	9322930
7	9360122
8	7193596
9	784342
10	1768969
11	2636811
12	1455754
13	1974062
14	7554856
15	7553301
16	57306
17	56912
18	10341660
19	2661252
20	13219258
21	13167078
22	1698271
23	1754576
24	10499355
25	10083823
26	2103406
27	2084071
28	7190941
29	7185325
30	12090318
31	12093769
32	12213635
33	12214245
34	2651424
35	2672371
36	10668450
37	10525134
38	1837746
39	1342529
40	4692908
41	1259005
42	848169
43	6719579
44	10483138
45	968211
46	3631445
47	1521603
48	8135342
49	8123167
50	12219065
51	13112664
52	257269
53	230746
54	4216634
55	1460029
56	7306252
57	1810447
58	2261757
59	2261419
60	8730550
61	9733899
62	4085873
63	1271658
64	4337740
65	1410223
66	3522863
67	3091374
68	1781478
69	4826771
70	12418065
71	11561228
72	5034989
73	6037666
74	9617161
75	6694149
76	12319687
77	12321077
78	9809749
79	10317007
80	11647131
81	11554175
82	12493208
83	12493426
84	12526178
85	12205694
86	1634424
87	1634142
88	692329
89	690614
90	2282082
91	4388743
92	561714
93	1157517
94	6329313
95	60477
96	10065066
97	6159473
98	13425637
99	524299
100	2519183
101	2518161
102	729108
103	602805
104	6718862
105	9716439
106	12108742
107	11744859
108	845909
109	10009671
110	7439284
111	1901783
112	9275473
113	9012297
114	3619396
115	2339413
116	226566
117	374224
118	7762244
119	7705931
120	8969798
121	8524735
122	1024190
123	6333653
124	9959387
125	9774783
126	12191587
127	13109733
128	7047804
129	7020895
130	13820655
131	13819207
132	8929922
133	13753430
134	452512
135	1695567
136	3376595
137	4119892
138	13624873
139	13616054
140	10640620
141	1428853
142	680485
143	6211078
144	10688356
145	6248968
146	9795124
147	9875786
148	9754051
149	245289
150	6162979
151	5726596
152	4560113
153	1456463
154	3044934
155	7933799
156	7933274
157	13477023
158	545557
159	12545232
160	13118707
161	14323683
162	2121511
163	2349212
164	13929852
165	242003
166	346537
167	1146039
168	1145359
169	2497824
170	1185611
171	3813704
172	8199025
173	4060647
174	2107248
175	15101586
176	2761685
177	6158185
178	6153846
179	10512562
180	1098452
181	12834408
182	12834671
183	12850718
184	11579418
185	244625
186	3087366
187	3003928
188	8703454
189	268112
190	267522
191	7825972
192	7810907
193	9189411
194	8759420
195	3955296
196	1249490
197	8081403
198	8208560
199	1718867
200	612114
201	1684899
202	936620
203	820976
204	1015244
205	689729
206	671351
207	10056103
208	164816
209	7414922
210	2248465
211	82563
212	612160
213	7803545
214	7802417
215	634472
216	5651680
217	6488880
218	6481320
219	972621
220	955060
221	631391
222	1878466
223	2461014
224	2461128
225	6150633
226	6149484
227	4764412
228	4723816
229	7139151
230	7172756
231	14659211
232	2691156
233	2062212
234	290276
235	2469588
236	4191150
237	4521987
238	438495
239	126264
240	613973
241	6182144
242	7117472
243	7115914
244	1783571
245	1783706
246	4792357
247	51045
248	11915214
249	11669921
250	15165289
251	15113229
252	939277
253	6743362
254	1182654
255	2582042
256	10987358
257	10043643
258	8806897
259	9716933
260	1049266
261	2158896
262	829170
263	828990
264	2423465
265	1864707
266	9279458
267	2684
268	6284225
269	455348
270	230276
271	8900535
272	9303647
273	628491
274	5786372
275	2444662
276	13994806
277	11873396
278	11575425
279	14720238
280	14716997
281	430140
282	747029
283	12145802
284	11556857
285	8656590
286	8191701
287	2116980
288	2116118
289	5551318
290	15388
291	12508936
292	11585340
293	1769902
294	1282014
295	2198332
296	1759182
297	1014609
298	1013367
299	595146
300	586262
301	13345286
302	13344804
303	803394
304	246217
305	13651804
306	13603305
307	4063373
308	998399
309	509846
310	428000
311	2460483
312	2649830
313	94460
314	41899
315	3022406
316	14620895
317	3599761
318	4007894
319	5768806
320	1637633
321	594146
322	892861
323	833199
324	831651
325	2026785
326	5115804
327	14175579
328	14133159
329	1041762
330	5978623
331	10777299
332	915830
333	10118382
334	605310
335	1532329
336	1531998
337	1158064
338	9918248
339	10373998
340	15267536
341	15266911
342	14493426
343	14493145
344	946499
345	2034300
346	1907258
347	3045074
348	2926044
349	3771443
350	2038617
351	1504437
352	7121361
353	914634
354	2121234
355	2124623
356	7921615
357	7921455
358	1912893
359	4545471
360	10153155
361	9867956
362	8236621
363	8236438
364	5484573
365	5329735
366	9381242
367	9416076
368	14023491
369	9793495
370	622384
371	7510495
372	2679899
373	14578940
374	562882
375	13498828
376	400883
377	7357679
378	1107254
379	1105639
380	5045208
381	5044822
382	3110322
383	2325
384	449692
385	395797
386	5623628
387	5623181
388	303495
389	302394
390	1778212
391	4760771
392	931555
393	604617
394	284669
395	3789603
396	338821
397	939628
398	3285912
399	1580467
400	1589363
401	13911872
402	1121855
403	1120448
404	6600684
405	780575
406	5301908
407	5305806
408	1610758
409	1610955
410	7416441
411	7296428
412	813978
413	943563
414	1610463
415	708017
416	9726970
417	9726621
418	9968845
419	9774266
420	996102
421	6428792
422	1732244
423	1727646
424	9989290
425	10787470
426	13044149
427	11592146
428	4105893
429	4546855
430	2423589
431	2423022
432	10421470
433	6055300
434	5681117
435	5768553
436	1672607
437	485711
438	1239619
439	1236164
440	5718935
441	5718254
442	8913434
443	8919241
444	2677097
445	13793504
446	3399047
447	4161358
448	10129825
449	15147330
450	11766609
451	11769483
452	263231
453	13894434
454	1725712
455	1256332
456	24814
457	401783
458	11439031
459	11429968
460	2317970
461	1150467
462	340192
463	2049696
464	900070
465	899927
466	15256915
467	15255641
468	10426454
469	10264437
470	200397
471	10513120
472	9773962
473	976653
474	10986437
475	9765278
476	2480923
477	4811126
478	4631298
479	24264
480	318035
481	317207
482	9887034
483	637259
484	40928
485	3714235
486	588221
487	532892
488	4490091
489	4294614
490	772026
491	770270
492	6142412
493	6142118
494	9257949
495	1207951
496	260648
497	266806
498	10408552
499	10547145
500	2431976
501	2430045
502	6663940
503	6652242
504	589624
505	7538965
506	4713428
507	2657219
508	134099
509	1414088
510	11412993
511	6148148
512	1524885
513	1591490
514	7248653
515	2302817
516	12574727
517	12574866
518	9407043
519	25654
520	387897
521	651759
522	650353
523	6449735
524	6544142
525	5042871
526	2523275
527	7206887
528	6163751
529	2475261
530	803325
531	11813830
532	11573660
533	523436
534	4951186
535	1309991
536	4880830
537	14554853
538	14552802
539	2609203
540	2608347
541	1396170
542	1388130
543	4755218
544	4754862
545	9043052
546	9330913
547	577068
548	1525666
549	9911570
550	1037303
551	4780605
552	1627965
553	935940
554	10029269
555	4039848
556	4564413
557	6738281
558	6672752
559	6672297
560	8570758
561	8571275
562	11192067
563	9974648
564	11658104
565	11658331
566	8511970
567	2337699
568	2644035
569	1259034
570	2612982
571	2613181
572	11838413
573	11672400
574	5943300
575	2858231
576	1245490
577	15042542
578	678282
579	1144355
580	1566888
581	1569713
582	11700401
583	11700676
584	10434725
585	1641914
586	1835496
587	781000
588	653449
589	5779116
590	5284132
591	5546040
592	11033358
593	10020890
594	2569130
595	4890112
596	11735822
597	11735977
598	2401661
599	461402
600	1785392
601	1785532
602	13071029
603	1026975
604	798245
605	763399
606	7177924
607	9632518
608	7846
609	13194572
610	11545714
611	2726305
612	3546340
613	9826821
614	10024119
615	618682
616	5840188
617	8949093
618	8951957
619	9917214
620	12495509
621	9444100
622	9239740
623	1029114
624	860620
625	503982
626	889831
627	7527817
628	1813668
629	10407552
630	10770059
631	375071
632	236999
633	1047937
634	168588
635	1822423
636	1825009
637	8766988
638	7491591
639	6373747
640	2526934
641	12335664
642	12334891
643	42757
644	1848718
645	2744977
646	795785
647	2037090
648	13889602
649	2562315
650	2554730
651	7543288
652	1775164
653	7143624
654	876665
655	7295047
656	344174
657	7335917
658	421691
659	2747667
660	549106
661	5698791
662	687926
663	15152261
664	1471954
665	1027662
666	15253139
667	935827
668	933821
669	734587
670	734054
671	13230662
672	3739327
673	3828465
674	12739072
675	8207672
676	8207209
677	10180178
678	10389398
679	2367678
680	7075172
681	7907037
682	1922576
683	1921964
684	2531422
685	1076793
686	9050244
687	9071690
688	8160276
689	2650840
690	12868248
691	1949330
692	1939598
693	6633692
694	6628861
695	8849372
696	2628647
697	2627934
698	8771116
699	9977520
700	10533983
701	2760658
702	2760429
703	4097256
704	3720163
705	1497736
706	6607339
707	10034201
708	1171183
709	583523
710	583242
711	2596067
712	2594250
713	5467054
714	5467432
715	1650509
716	1626600
717	5762258
718	634090
719	13858
720	10435
721	4981139
722	4983122
723	9800964
724	10372373
725	3177165
726	3113152
727	2547586
728	1207609
729	8541130
730	8592656
731	5564590
732	5566919
733	14031523
734	406243
735	9340452
736	9208496
737	4567222
738	8590172
739	8397255
740	8965598
741	8698379
742	9482131
743	9411430
744	1626138
745	1014731
746	818466
747	9614684
748	2926288
749	4412901
750	10703336
751	2267975
752	2268148
753	1950502
754	1950798
755	8415272
756	8414119
757	522145
758	521562
759	1697406
760	10325774
761	744916
762	4709253
763	13464204
764	208497
765	597385
766	5641959
767	390906
768	220276
769	7555647
770	7555014
771	282050
772	1992503
773	8017974
774	759694
775	6883073
776	6882561
777	9623038
778	8381436
779	820721
780	817680
781	10404550
782	1037650
783	654234
784	981830
785	8860123
786	13753067
787	12715569
788	12716166
789	10495555
790	2245555
791	10437852
792	10266848
793	66191
794	7014752
795	1999218
796	6156346
797	833870
798	831191
799	9209263
800	8858248
801	507143
802	7643306
803	371955
804	212414
805	182269
806	2902250
807	10498816
808	1076370
809	1171644
810	1146918
811	9403581
812	2507736
813	14406573
814	5713737
815	2123672
816	9421191
817	3076411
818	2506361
819	7520612
820	267041
821	14577469
822	1904293
823	442115
824	1477184
825	13169674
826	13184492
827	9546280
828	15259284
829	2012344
830	10724699
831	3478589
832	3764276
833	2023107
834	8307589
835	9968549
836	9620078
837	9206985
838	3259505
839	2821627
840	8792548
841	8794798
842	10334957
843	2491383
844	2490877
845	189257
846	13610162
847	2221240
848	2221414
849	417413
850	2422685
851	2393086
852	2392878
853	13955461
854	13954818
855	1370590
856	2035337
857	2372251
858	2372397
859	399368
860	6090869
861	2944327
862	6054892
863	1896295
864	1708676
865	2148788
866	2137132
867	3661340
868	4453910
869	5826291
870	664788
871	204391
872	203866
873	9808080
874	10016103
875	1229071
876	3194992
877	3553
878	1462005
879	2269894
880	945916
881	3997484
882	2597173
883	1432517
884	7546465
885	7480068
886	15243730
887	15248020
888	5062748
889	4916342
890	11845387
891	11845557
892	1967373
893	1970826
894	13233012
895	13239471
896	745005
897	5653575
898	5652926
899	12188635
900	12188289
901	12911440
902	7734555
903	1408153
904	1405044
905	467717
906	13617952
907	12623524
908	11077195
909	9767700
910	5821486
911	2712443
912	8208016
913	5904135
914	8441203
915	9100394
916	8633957
917	1945845
918	1942177
919	6277280
920	6278136
921	14561618
922	92293
923	10719395
924	135311
925	1229976
926	10548227
927	590518
928	1822602
929	1503061
930	4907575
931	4907269
932	580865
933	1870867
934	329031
935	12334293
936	3760671
937	3709206
938	514871
939	2446651
940	11893808
941	3319745
942	4065464
943	1033527
944	2629793
945	15279596
946	15279104
947	14449405
948	2297409
949	11413263
950	10462860
951	10480253
952	1309109
953	973077
954	10830456
955	10423589
956	787832
957	786195
958	3839993
959	4341686
960	4728376
961	2341266
962	878348
963	788821
964	12609638
965	11555413
966	2335828
967	5112609
968	1157557
969	1158190
970	1211339
971	2554922
972	4735233
973	2504131
974	6844903
975	6841365
976	2991302
977	2685299
978	4829282
979	4828925
980	10047459
981	7508806
