6845599	_member_of_domain_usage	3739136	0.9998645517007605
1089483	_hypernym	13265904	0.8431023776673587
137279	_synset_domain_topic_of	468480	0.9608590226194116
14444114	_hypernym	14441825	0.7569757385659914
4673965	_derivationally_related_form	422090	0.8133933123447231
14790979	_hypernym	14894481	0.31579556521251606
6700030	_hypernym	6697331	0.4078970940338127
12605965	_hypernym	11555413	0.9857809933898919
500449	_hypernym	565302	0.41267748086162004
7048000	_derivationally_related_form	10624540	0.7357299895919449
44455	_derivationally_related_form	528990	0.759921810219945
13911151	_hypernym	13870805	0.4041088107116372
12381931	_hypernym	12381511	0.6632869696122928
2465658	_derivationally_related_form	14427633	0.7427851397862623
7217782	_synset_domain_topic_of	8199025	0.9985166834006967
14966667	_derivationally_related_form	3845190	0.9032028587722951
1292885	_hypernym	1295275	0.7056771067735866
8153437	_member_meronym	10499857	0.610272838460484
7495551	_derivationally_related_form	1794363	0.876728483746374
13917094	_hypernym	13915999	0.6936538905421674
10708454	_hypernym	9621545	0.8713875715280509
6518253	_hypernym	6518068	0.34636035535866105
5632446	_hypernym	5625465	0.846071082589339
13160	_also_see	1834304	0.6991787268559252
1920932	_derivationally_related_form	288970	0.8727912730887268
10579676	_hypernym	7846	0.6524862447174564
69879	_hypernym	64643	0.3059363948444084
13437181	_hypernym	13424865	0.2947406151630979
1618503	_hypernym	1604330	0.7253368149317637
4683814	_derivationally_related_form	293141	0.9864490059719768
2012344	_hypernym	1850315	0.5935504564187748
6725067	_derivationally_related_form	1018928	0.73679053298381
252020	_derivationally_related_form	1393339	0.8795204596789391
2622408	_hypernym	1432517	0.9195973813584426
4544979	_hypernym	3899328	0.3623669894150122
764902	_derivationally_related_form	13971561	0.7353527089725543
11604904	_member_meronym	11605396	0.4951015160329235
1053771	_derivationally_related_form	10177014	0.9511654459247645
509206	_synset_domain_topic_of	3082979	0.8439400982807921
1947352	_synset_domain_topic_of	523513	0.9948243172443152
14122053	_hypernym	14070360	0.9675977246076877
9095023	_has_part	9098721	0.5082608062066332
6566949	_hypernym	6566077	0.9184956305142902
2019574	_hypernym	2050132	0.41781171209841617
171618	_hypernym	171249	0.2920591865777872
1111816	_derivationally_related_form	189565	0.6724335157565128
2862048	_has_part	2738741	0.9953575486466452
733250	_hypernym	733044	0.34188017254486025
1527271	_derivationally_related_form	13919547	0.7412562669482599
2405101	_hypernym	2402175	0.8580099117651888
799798	_derivationally_related_form	13858604	0.7265656536523208
2079170	_member_meronym	2080022	0.4413192829699609
2145424	_hypernym	2141306	0.3943088834576368
12283981	_hypernym	11573173	0.8160040428431469
5787005	_hypernym	5786655	0.2926408285700276
12929237	_member_meronym	12929783	0.41799494130898496
2995345	_hypernym	3278248	0.3853129188032144
5928513	_derivationally_related_form	623151	0.9600689220807668
3062461	_hypernym	2707683	0.6475941739337323
8860123	_member_of_domain_region	7795317	0.9992834991569316
5341206	_hypernym	5333777	0.9680460288425362
382739	_hypernym	381680	0.5851311561883614
12713358	_hypernym	12713063	0.8406049702698577
543233	_hypernym	407535	0.9202642466738804
4716210	_hypernym	4715947	0.2935841642512359
6691989	_hypernym	6686736	0.8967429551954315
3356	_similar_to	3553	0.7174906663178757
6567689	_hypernym	6566077	0.8730868408981219
3073977	_hypernym	4515129	0.7443196852890323
9543154	_synset_domain_topic_of	6232880	0.9858138222153547
3800001	_hypernym	4072811	0.32028261793887514
1642924	_derivationally_related_form	44150	0.733001704781116
10484858	_synset_domain_topic_of	8441203	0.9982104301672603
268112	_hypernym	267522	0.4751738262547298
7480896	_hypernym	26192	0.47291776241809325
357275	_derivationally_related_form	1592456	0.766420505923508
349705	_hypernym	331950	0.5704920480655852
4447443	_hypernym	3575240	0.8973990388723366
5658985	_derivationally_related_form	2870453	0.9201557715041886
2014646	_member_meronym	2014941	0.5057690033812976
1834918	_hypernym	1503061	0.5467165636909319
2354781	_hypernym	2353861	0.8449952184940213
6498569	_member_meronym	6838005	0.7319728193315886
490722	_derivationally_related_form	13650447	0.7894378612508347
2172683	_hypernym	2172888	0.4270343821366198
1009637	_derivationally_related_form	2478701	0.8344088868305575
8960363	_instance_hypernym	8524735	0.9919691773898156
1458105	_hypernym	5445668	0.3495034523564452
14841267	_derivationally_related_form	442267	0.7110725360184424
13743100	_hypernym	13742980	0.3525914167750511
8733415	_instance_hypernym	8633957	0.9706347796435053
1063350	_derivationally_related_form	2641035	0.7898918349826239
1881180	_derivationally_related_form	10765679	0.7247249291478113
8820121	_has_part	8830456	0.4083271513790775
1962865	_synset_domain_topic_of	441824	0.7553055641842032
161243	_derivationally_related_form	679389	0.886906597694621
1007609	_hypernym	1007463	0.36245038076964
9131428	_instance_hypernym	8524735	0.9386609434204158
1803641	_hypernym	1803078	0.6334599737893568
8232706	_member_meronym	3073832	0.5293070382330218
196485	_derivationally_related_form	2257767	0.8130600686727127
1835496	_also_see	1994442	0.9479264710726056
5311054	_has_part	5316025	0.672180338198199
8841667	_member_of_domain_region	7886317	0.847009599508652
2567917	_hypernym	2567519	0.37787984361259885
1898592	_derivationally_related_form	347652	0.7426021900960169
1125429	_also_see	996448	0.7105352291364965
14047171	_hypernym	14046202	0.3751558111224036
12610933	_member_meronym	12618336	0.8970632900747003
12391477	_hypernym	11534677	0.9799210450995014
2451113	_hypernym	2450505	0.5836574718401522
1386494	_member_meronym	1387065	0.8160481442296912
9078231	_member_of_domain_region	6938493	0.9799002825038458
1587984	_hypernym	1587062	0.4561778073296934
841986	_derivationally_related_form	14854581	0.7249043444768832
3735637	_derivationally_related_form	681429	0.9415033280239569
1423285	_derivationally_related_form	1074694	0.8344271116266944
10415230	_derivationally_related_form	5924519	0.8333560541366508
5511618	_has_part	5430095	0.9023726992461664
6845599	_member_of_domain_usage	3921337	0.9997052550650056
268557	_derivationally_related_form	168588	0.8866335674066032
1913838	_hypernym	8103777	0.9798955064899048
8180639	_hypernym	7974025	0.6654989476001274
3003744	_derivationally_related_form	7907161	0.8257189646959611
24279	_verb_group	24047	0.7238663649052859
13063936	_member_meronym	13064111	0.3407775714757749
5833840	_derivationally_related_form	689344	0.8159639424284397
13998781	_derivationally_related_form	1301410	0.7267299037340281
6158185	_derivationally_related_form	10383689	0.7388626466065558
1554622	_derivationally_related_form	2987492	0.8456989848655581
58265	_derivationally_related_form	7667151	0.8977954495444446
5396366	_has_part	5451384	0.46401980041981483
1593614	_hypernym	1346003	0.44356312638698303
4561548	_derivationally_related_form	1313411	0.8567176041872484
12430198	_hypernym	12425281	0.7575362426078489
260648	_hypernym	205885	0.32758630700069735
625393	_also_see	626800	0.6963895468431175
2806261	_derivationally_related_form	1202728	0.8258277543314129
4395875	_hypernym	2913152	0.9384286330115602
9791816	_derivationally_related_form	5965388	0.9413211118289979
690058	_derivationally_related_form	5134880	0.9680860002871595
1445932	_derivationally_related_form	14287408	0.7353141290525317
5197797	_derivationally_related_form	2441022	0.787856924271819
1840238	_derivationally_related_form	10096217	0.9196751330064765
15126361	_instance_hypernym	15247518	0.9782851219855551
14356720	_hypernym	14356578	0.3031220711717243
27167	_derivationally_related_form	2286204	0.9194453726515843
10731848	_derivationally_related_form	1921204	0.8562988336125371
1517662	_hypernym	1223182	0.3760010088295792
14044930	_hypernym	14045507	0.29511312655804667
7048000	_has_part	7051975	0.4765105619246919
2572119	_hypernym	2573275	0.6998405760041336
1253778	_derivationally_related_form	1706889	0.7619248971787205
7986198	_hypernym	7996689	0.7566758338594861
65184	_similar_to	64479	0.7157949999293822
8719705	_instance_hypernym	8524735	0.4840253999923295
368302	_derivationally_related_form	270005	0.7865036530401193
12617140	_member_meronym	12617384	0.29224028698624105
12905817	_hypernym	12205694	0.985748768339951
8801678	_has_part	9206693	0.9857229361023238
13997253	_hypernym	13996300	0.7114697870057456
1885845	_derivationally_related_form	294868	0.8870384045859376
2646931	_derivationally_related_form	14442530	0.7479183937028175
4780958	_derivationally_related_form	1627965	0.8080511671451611
2584097	_derivationally_related_form	55315	0.7407313867401966
1484027	_derivationally_related_form	7419233	0.7238749331083882
9961739	_derivationally_related_form	793037	0.8256444942715022
12848343	_hypernym	11579418	0.9408393966063686
14283178	_derivationally_related_form	469637	0.7666011638948345
4151940	_derivationally_related_form	1207951	0.8597991839417474
8921850	_has_part	8923755	0.8170977487882347
3791235	_has_part	2974003	0.9192549745687668
10379620	_hypernym	9613191	0.8964829463282961
9531630	_synset_domain_topic_of	15253139	0.9780904364713653
