/m/015_1q	/music/record_label/artist	/m/016dsy	0.808393
/m/08f3yq	/award/award_winner/awards_won./award/award_honor/award_winner	/m/02c0mv	0.470079
/m/025cn2	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0m_h6	0.302423
/m/01pq5j7	/music/artist/origin	/m/04jpl	0.578098
/m/01z4y	/media_common/netflix_genre/titles	/m/0k4p0	0.822554
/m/0b13yt	/sports/sports_position/players./sports/sports_team_roster/team	/m/01c_d	0.763738
/m/057__d	/film/film/genre	/m/060__y	0.602584
/m/02jx1	/location/location/contains	/m/013t85	0.452549
/m/059s8	/location/location/partially_contains	/m/0lm0n	0.592938
/m/01qrbf	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01yhvv	0.695226
/m/02q690_	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/02773m2	0.823736
/m/0ds1glg	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0f8l9c	0.814491
/m/016clz	/music/genre/artists	/m/01gx5f	0.816646
/m/0ckrnn	/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium	/m/029j_	0.823537
/m/0cnl09	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0cnl1c	0.592585
/m/01q_ph	/film/actor/film./film/performance/film	/m/08s6mr	0.804838
/m/02l48d	/business/business_operation/industry	/m/02h400t	0.605250
/m/01722w	/education/educational_institution/students_graduates./education/education/student	/m/016gkf	0.546530
/m/0flw6	/film/actor/film./film/performance/film	/m/08rr3p	0.416011
/m/01qscs	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/030h95	0.825595
/m/02fx3c	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj	0.825910
/m/025tdwc	/people/person/profession	/m/0dxtg	0.366816
/m/0jnm2	/sports/sports_team/sport	/m/03tmr	0.414753
/m/0bwfwpj	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/01p1v	0.818919
/m/0f4x7	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0bkq7	0.894320
/m/02h4rq6	/education/educational_degree/people_with_this_degree./education/education/institution	/m/0jksm	0.833303
/m/0gfsq9	/film/film/produced_by	/m/06dkzt	0.630751
/m/05kwx2	/film/actor/film./film/performance/film	/m/04jpg2p	0.465984
/m/01zfzb	/film/film/production_companies	/m/031rq5	0.641972
/m/04gcd1	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gr51	0.502476
/m/086k8	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/040rmy	0.740796
/m/03x22w	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/044mrh	0.694710
/m/0n0bp	/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium	/m/029j_	0.799988
/m/0bvhz9	/award/award_ceremony/awards_presented./award/award_honor/honored_for	/m/0gy0l_	0.701673
/m/01z7_f	/film/actor/film./film/performance/film	/m/0gg5kmg	0.323785
/m/0pmw9	/people/person/profession	/m/028kk_	0.406931
/m/01ls2	/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency	/m/09nqf	0.751573
/m/0jmgb	/sports/sports_team/roster./basketball/basketball_roster_position/position	/m/0355dz	0.685391
/m/05q96q6	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/01vx2h	0.603124
/m/0hskw	/film/director/film	/m/09q23x	0.552461
/m/03v3xp	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/m/01xcfy	0.204376
/m/059_c	/location/statistical_region/religions./location/religion_percentage/religion	/m/0631_	0.827757
/m/02fy0z	/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency	/m/09nqf	0.882779
/m/01vtj38	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02z0dfh	0.820546
/m/026l37	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/06t74h	0.549538
/m/024_vw	/government/politician/government_positions_held./government/government_position_held/legislative_sessions	/m/070mff	0.765747
/m/07y_7	/music/performance_role/track_performances./music/track_contribution/role	/m/03q5t	0.585749
/m/047g6m	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02nzb8	0.706763
/m/06pj8	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/030_3z	0.569997
/m/0971v	/food/food/nutrients./food/nutrition_fact/nutrient	/m/05v_8y	0.729125
/m/0b_6zk	/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team	/m/03d555l	0.754725
/m/026r8q	/award/award_winner/awards_won./award/award_honor/award_winner	/m/01ksr1	0.352927
/m/05650n	/film/film/genre	/m/0hcr	0.546952
/m/025rvx0	/award/award_winning_work/awards_won./award/award_honor/award	/m/02r22gf	0.600350
/m/064t9	/music/genre/artists	/m/01kcms4	0.758069
/m/02cx90	/award/award_nominee/award_nominations./award/award_nomination/award	/m/026mml	0.480336
/m/05bt6j	/music/genre/artists	/m/01k_0fp	0.639929
/m/01qgr3	/education/university/fraternities_and_sororities	/m/0325pb	0.709981
/m/05r5c	/music/instrument/instrumentalists	/m/01gf5h	0.876638
/m/0f8l9c	/organization/organization_member/member_of./organization/organization_membership/organization	/m/02jxk	0.625809
/m/0229rs	/music/record_label/artist	/m/0dm5l	0.603488
/m/03q8xj	/film/film/country	/m/01p1v	0.623250
/m/07ccs	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/01540	0.764975
/m/026_dcw	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0330r	0.545217
/m/01my_c	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/05szp	0.265907
/m/0853g	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/m/0d05w3	0.144573
/m/016tbr	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/01rr9f	0.335804
/m/01ts_3	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02n9nmz	0.590785
/m/027dpx	/people/person/profession	/m/0dz3r	0.663612
/m/0ndsl1x	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/06mzp	0.573568
/m/04z0g	/people/person/gender	/m/05zppz	0.893092
/m/03c6v3	/base/popstra/celebrity/dated./base/popstra/dated/participant	/m/0dn3n	0.260597
/m/02ctc6	/film/film/genre	/m/06l3bl	0.454133
/m/02bg55	/film/film/genre	/m/07s2s	0.385480
/m/01ymvk	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/01r4k	0.606536
/m/012jfb	/film/film/estimated_budget./measurement_unit/dated_money_value/currency	/m/09nqf	0.815852
/m/026lj	/influence/influence_node/influenced_by	/m/03s9v	0.190686
/m/03cws8h	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/04cl1	0.466164
/m/0p_pd	/film/actor/film./film/performance/film	/m/01gkp1	0.681966
/m/01hjy5	/education/educational_institution/students_graduates./education/education/student	/m/09dt7	0.603703
/m/02yxbc	/film/film/genre	/m/03mqtr	0.551236
/m/0gs96	/award/award_category/winners./award/award_honor/ceremony	/m/0bz6sb	0.649421
/m/0ctw_b	/location/location/contains	/m/0g1w5	0.699945
/m/06tpmy	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/07ssc	0.627656
/m/0bmc4cm	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03rjj	0.749203
/m/01z4y	/media_common/netflix_genre/titles	/m/01z452	0.825260
/m/036kmk	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02_j1w	0.614186
/m/0ggx5q	/music/genre/artists	/m/03t9sp	0.760775
/m/0f4vx	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/09c7w0	0.750140
/m/026r8q	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02x8n1n	0.551014
/m/0c_dx	/award/award_category/disciplines_or_subjects	/m/02xlf	0.454977
/m/01v0fn1	/award/award_winner/awards_won./award/award_honor/award_winner	/m/04b7xr	0.543970
/m/08c9b0	/people/person/gender	/m/05zppz	0.764952
/m/03188	/location/country/form_of_government	/m/01d9r3	0.752070
